,time,club,id,first_name,gender,trained_10_week,trained_im,has_trainer,Age,VO2 Max,BMI,n Marathons run,Cadence
10572,01:57:47,Bognor Regis Tone Zone Runners,10542,Shirley,female,0,2,0,36,37.14,19.48,2,157
5260,01:57:47,,5242,Maria,female,0,5,0,31,12.71832329,21.09,4,158
12592,01:57:46,,12555,Ian,male,0,0,0,26,12.71832329,17.03,3,165
9205,01:57:45,,9181,Natasha,female,5,5,0,42,30.34,20.34,3,154
1733,01:57:45,,1730,Anne-marie,male,1,4,0,29,17.21,19,3,150
2969,01:57:44,,2959,Lisa,female,3,6,0,43,14.15,18.24,3,164
12591,01:57:44,,12554,Steve,male,0,5,0,35,34.35,19.5,2,164
3729,01:57:44,,3717,Emily,female,0,1,0,37,32.09,21.39,2,165
1732,01:57:44,,1729,Amanda,female,2,2,0,38,15.54,21.2,3,1
9204,01:57:43,Leighton Fun Runners,9180,Lynda,female,2,3,0,31,37.26,21.92,2,168
5259,01:57:43,,5241,Stewart,male,0,1,0,37,25.82,20.35,2,161
9883,01:57:43,City Runners,9856,Caroline,female,0,1,0,35,12.71832329,22.52,2,170
4109,01:57:43,Dagenham 88 Runners,4096,Mel,female,0,3,1,31,20.4,25.35,1,1
13241,01:57:41,,13200,Emma,female,0,1,0,36,12.71832329,21.35,3,167
10571,01:57:40,Leigh on Sea Striders,10541,Steve,male,3,3,0,37,16.49,20.92,3,158
7028,01:57:39,On the Run Aylesbury,7006,Warren,male,0,5,0,32,21.73,21.32,1,168
378,01:57:39,,378,Simeon,male,2,2,0,36,27.75,22.58,3,161
12590,01:57:39,,12553,Steve,male,0,5,0,29,38.25,18.86,3,1
9203,01:57:39,,9179,Vern,male,1,6,0,32,19,17.53,3,162
9202,01:57:38,,9178,Lynda,female,0,0,0,36,25.36,20.9,1,163
13240,01:57:37,,13199,Julie,female,2,3,0,0,27.81,22.28,2,158
4587,01:57:36,,4570,Claire,female,0,0,0,32,13.23,22.4,2,156
10715,01:57:36,,10682,Lottie,female,2,5,0,39,12.71832329,20.02,2,160
7027,01:57:35,,7005,Nicola,female,2,5,0,28,27.75,22.46,2,165
377,01:57:35,,377,Sam,male,0,3,0,44,32.53,20.13,2,164
3728,01:57:35,,3716,Katherine,female,4,4,0,33,31.19,20.44,2,154
4586,01:57:34,,4569,Hannah,female,0,2,0,40,16.41,24.71,3,163
2968,01:57:33,,2958,Emma,female,0,3,0,38,30.43,18.32,3,171
1731,01:57:33,Seaford Striders RC,1728,Sara,female,4,4,0,44,29.2,19.87,0,165
12587,01:57:32,,12550,Emma,female,3,3,0,34,12.71832329,19.57,3,156
12588,01:57:32,,12551,David,male,0,5,0,26,21.07,19.43,3,162
12589,01:57:32,,12552,Luke,male,4,4,0,37,18.23,22.14,1,153
11311,01:57:32,New Forest Runners,11278,Selina,female,1,5,1,37,25.25,23.93,2,164
11312,01:57:32,,11279,Kirsty,female,0,2,0,42,36.37,21.42,3,154
5258,01:57:32,,5240,Jake,male,5,5,0,39,23.95,21.92,1,156
7960,01:57:31,,7938,Iain,male,4,6,0,38,30.22,18.76,2,166
2967,01:57:31,,2957,Steve,male,2,2,0,54,32.67,21.21,4,153
3727,01:57:31,,3715,Tim,male,1,3,0,34,23.37,22.07,3,165
11310,01:57:31,,11277,Andrew,male,0,3,0,36,23.14,20.94,3,168
14413,01:57:31,,14371,Kate,female,0,1,0,30,23.96,19.63,2,170
9201,01:57:30,Epsom Allsorts,9177,Joanna,female,0,5,1,30,14.86,19.68,3,146
3726,01:57:30,,3714,Martin,male,0,5,0,33,12.71832329,20.45,20000,161
4585,01:57:30,Romsey Road Runners,4568,Mathilde,female,1,1,1,25,24.34,19.34,0,166
376,01:57:30,,376,James,male,3,3,0,36,18.39,22.75,4,167
4584,01:57:29,,4567,Steven,male,0,6,0,44,12.09,19.99,3,159
5257,01:57:29,,5239,Sarah,female,4,4,0,27,33.31,20.95,0,159
6399,01:57:29,,6380,Mark,male,0,6,0,41,20.02,20.01,2,165
4108,01:57:29,Runnyhoneys,4095,Rachel,female,3,4,0,27,19.04,19.7,2,172
7026,01:57:29,,7004,Derek,male,2,6,0,34,18.79,20.8,1,163
14412,01:57:28,,14370,Chris,male,1,5,0,45,39.36,21.05,3,161
11309,01:57:28,,11276,Victoria,female,1,2,0,30,13.16,21.39,2,156
5256,01:57:27,,5238,Helen,female,0,4,0,44,27.62,22.84,3,164
12585,01:57:27,Fareham Crusaders,12548,Jacqueline,female,6,7,1,36,14.63,24.27,1,161
12586,01:57:27,,12549,Nigel,male,1,5,0,38,20.02,21.81,1,158
5255,01:57:26,,5237,Fran,female,0,7,1,46,0,21.44,3,163
12584,01:57:25,,12547,Holly,female,0,6,0,27,35.06,20.91,3,158
6398,01:57:25,Baffins Fitclub,6379,Dan,male,0,3,1,34,28,21.57,2,164
3725,01:57:24,,3713,Jessica,female,0,0,0,37,16.16,18.79,2,164
9200,01:57:24,,9176,Stephen,male,0,0,0,32,13.42,21.67,1,164
7025,01:57:23,Avon Valley Runners,7003,Becky,female,0,2,1,44,32.79,20.54,6,174
6397,01:57:23,Gosport Road Runners,6378,Karen,female,2,2,0,32,25.93,18,1,1
3724,01:57:22,Chepstow Harriers,3712,Vicky,female,0,7,1,43,27.19,22.79,3,166
11308,01:57:22,,11275,Rich,male,0,0,0,35,21.65,19.36,3,160
11307,01:57:21,,11274,Ben,male,0,4,0,42,18.88,17.21,2,159
7959,01:57:21,,7937,Jim,male,5,7,0,49,28.61,23.44,3,170
7392,01:57:20,,7370,Nikki,female,1,2,0,26,12.71832329,18.65,4,163
6396,01:57:20,,6377,Helen,female,0,4,0,30,12.71832329,23.11,0,164
1730,01:57:20,Lonely Goat Running Club,1727,David,male,3,3,0,32,19.38,21.49,2,158
14411,01:57:20,,14369,Gemma,female,5,5,0,34,20.59,23.6,2,150
1729,01:57:19,,1726,Andrew,male,0,2,0,43,23.92,21.84,1,159
4583,01:57:19,,4566,Shane,male,5,5,0,29,33.32,20.12,3,152
14410,01:57:19,,14368,Timothy,male,2,4,0,45,18.88,20.05,3,156
2966,01:57:19,,2956,Julie,female,2,5,0,35,11.87,22.94,2,164
9199,01:57:18,,9175,Laura,female,0,4,0,38,37.63,20.34,3,165
12583,01:57:18,3Ms Road Running Club,12546,Fay,female,2,3,0,38,26.71,25.71,2,165
7958,01:57:17,,7936,Anne,female,1,6,0,29,17.14,17.05,3,167
5254,01:57:17,,5236,Rachel,female,1,1,0,29,20.54,22.52,2,162
6395,01:57:17,Horsham Joggers Club,6376,Sue,female,0,6,1,23,41.35,20.26,2,162
13239,01:57:17,,13198,Helen,female,2,4,0,34,12.03,20.46,0,162
1728,01:57:17,,1725,Kirsty,female,4,4,0,37,32.67,21.95,1,160
11306,01:57:16,,11273,Jake,male,5,5,0,25,18.46,18.51,1,164
6394,01:57:16,,6375,Trish,female,2,2,0,29,43.3,18.13,2,162
9197,01:57:16,,9173,Denise,female,3,4,0,38,0,20.13,3,164
1727,01:57:16,,1724,Jason,male,3,5,0,36,16.65,20.37,3,154
9198,01:57:16,,9174,Ffion,female,0,5,0,46,18.27,18.81,4,163
375,01:57:15,Hedge End Running Club,375,Rachel,female,0,3,0,40,27.43,21.9,3,164
2965,01:57:15,,2955,Jake,male,0,2,0,32,20.44,22.73,3,163
14409,01:57:15,Hedge End Running Club,14367,Julie,female,0,8,1,45,32.03,21.64,5,153
9882,01:57:14,,9855,Helen,female,4,4,0,33,17.91,21.5,1000000,156
12582,01:57:12,,12545,George,male,0,0,0,43,25.82,21.76,2,162
6393,01:57:11,,6374,Paul,male,0,2,0,31,41.71,21.01,0,161
9196,01:57:11,,9172,Mark,male,3,4,0,38,19.86,21.49,1,159
1726,01:57:11,,1723,Emma,female,0,4,0,33,12.71832329,999,1,159
9880,01:57:10,,9853,Pauline,female,2,6,0,41,34.07,20.28,2,165
2964,01:57:10,,2954,Andy,male,0,2,0,56,35.8,21.11,4,153
9881,01:57:10,,9854,Claire,female,0,0,0,29,27.9,21.23,1,164
12581,01:57:10,,12544,Katherine,female,5,6,0,31,34.38,22.56,3,167
13238,01:57:10,,13197,Catrina,female,0,4,0,33,12.71832329,19.89,3,168
6392,01:57:09,,6373,Christine,female,1,2,0,45,36.85,19.71,2,167
9879,01:57:09,,9852,David,male,1,5,0,29,28.99,21.6,0,166
2963,01:57:08,,2953,Laura,female,0,3,0,51,14.09,20.45,2,165
13237,01:57:07,East Grinstead & District AC,13196,Mapande,male,1,4,0,38,12.71832329,18.86,3,145
4582,01:57:07,,4565,Beth,female,0,4,0,34,12.71832329,21.5,3,159
5253,01:57:06,,5235,Oliver,male,2,2,0,48,24.43,19.4,1,1
4581,01:57:06,,4564,Lucy,female,1,5,0,42,19.76,20.27,4,164
1725,01:57:05,,1722,Rupert,male,0,5,0,35,22.32,21.99,3,160
2962,01:57:05,,2952,Annalise,female,6,6,0,34,39.11,19.55,2,172
14408,01:57:05,Chichester Runners & AC,14366,Karen,female,0,3,0,45,28,20.06,3,168
14407,01:57:04,,14365,Heather,female,0,3,0,39,18.25,21.9,1,159
9195,01:57:04,,9171,Dale,male,4,4,0,25,37.95,21.76,2,156
10570,01:57:04,,10540,Ellen,female,0,5,0,26,33.29,19.15,2,161
14406,01:57:04,Bracknell Forest Runners,14364,Gary,male,0,5,0,27,29.82,22.25,3,162
9194,01:57:03,,9170,Andy,male,0,4,0,36,12.71832329,18.89,2,169
10569,01:57:03,,10539,Mike,male,1,1,0,33,19.66,18.87,2,160
3723,01:57:03,,3711,Adam,male,1,4,0,38,22.84,17.55,3,174
9643,01:57:03,,9616,Pauline,female,0,6,0,35,24.54,19.55,4,151
12580,01:57:01,,12543,Emma,female,4,4,0,40,32.34,17.6,2,160
12579,01:57:01,,12542,Kurt,male,1,8,0,41,12.54,20.8,2,162
9193,01:57:01,,9169,Colin,male,0,3,0,28,0,17.04,3,161
7957,01:57:01,,7935,James,male,2,5,0,38,31,19.58,1,167
6391,01:57:01,,6372,Pete,male,0,1,0,29,24.16,19.91,2,161
1724,01:57:01,,1721,Theresa,female,4,4,0,43,12.71832329,20.45,3,166
6390,01:57:00,Istead & Ifield Harriers,6371,Hannah,female,5,5,1,42,27.71,23.69,1,162
11305,01:57:00,,11272,Robert,male,2,5,0,35,30.52,20.91,4,158
9192,01:57:00,,9168,Kimberley,female,3,3,0,37,21.19,19.46,3,160
9191,01:57:00,Istead & Ifield Harriers,9167,Penny,female,1,4,1,45,30.86,19.62,3,163
10568,01:57:00,,10538,Beth,female,5,5,0,32,22.1,22.79,3,169
7956,01:57:00,,7934,Melissa,female,4,4,0,45,34.04,23.02,3,158
14405,01:56:59,,14363,Denise,female,0,5,0,28,22.7,20.63,3,162
374,01:56:59,Badgers,374,Terry,male,0,5,1,29,12.71832329,22.71,4,171
9189,01:56:58,Badgers,9165,Fiona,female,2,2,0,37,15.81,21.31,3,164
9190,01:56:58,Badgers,9166,Peter,male,3,4,0,33,34.58,24.84,1,168
7955,01:56:58,,7933,Hannah,female,0,0,0,39,22.39,19.88,5,159
5252,01:56:57,,5234,Sophie,female,3,4,0,38,28.46,20.61,3,165
2961,01:56:57,,2951,Mark,male,0,3,0,29,27.56,22.16,4,163
12578,01:56:57,Road Runners Club,12541,Paul,male,0,3,0,38,23.79,19.78,2,158
14404,01:56:57,,14362,Sonny,male,0,3,0,40,14.91,22.51,1,156
9188,01:56:57,Badgers,9164,Christine,female,0,3,0,34,19.96,20.95,2,171
9878,01:56:56,Baffins Fitclub,9851,Steve,male,3,6,1,21,25.98,20.14,2,158
1723,01:56:56,Baffins Fitclub,1720,Brenda,female,4,4,0,29,27.53,20.66,3,148
5251,01:56:56,,5233,Sophie,female,8,8,0,45,25.08,23.14,1,166
14402,01:56:55,,14360,Barry,male,0,5,0,39,12.82,21.83,2,163
10567,01:56:55,,10537,Melissa,female,0,3,0,42,12.71832329,21.8,3,161
2960,01:56:55,,2950,Barry,male,0,7,0,34,19.2,23.46,2,166
12577,01:56:55,,12540,Maggy,female,1,2,0,26,32.87,19.84,1,161
14403,01:56:55,,14361,Ruth,female,2,3,0,35,33.71,23.31,3,166
9187,01:56:55,,9163,Heather,female,0,2,0,27,17.96,19.53,2,154
2959,01:56:54,,2949,Helen,female,3,5,0,43,30.85,19.45,4,157
5250,01:56:53,,5232,Elizabeth,female,1,2,0,39,14.47,21.69,3,154
373,01:56:52,Lonely Goat Running Club,373,Victoria,female,2,2,0,31,19.04,20.38,3,168
3722,01:56:51,,3710,Ryan,male,0,4,0,44,13.71,21.69,1,164
1722,01:56:51,,1719,Andy,male,0,7,0,33,0,21.72,2,155
9186,01:56:51,,9162,Carly,female,3,5,0,32,32.1,20.89,1,158
7954,01:56:51,,7932,Steve,male,3,3,0,45,15.67,20.83,3,164
372,01:56:50,,372,Amelia,female,0,2,0,30,28.78,21.22,0,164
4580,01:56:48,,4563,Dani,male,0,1,0,47,20.35,20.21,2,178
3721,01:56:48,,3709,Emily,female,0,1,0,36,21.93,19.96,3,155
5249,01:56:48,On the Run Aylesbury,5231,Mark,male,7,7,1,31,34.82,20.53,3,158
1721,01:56:48,,1718,Debs,male,0,2,0,48,18.12,20.86,3,159
9877,01:56:47,,9850,John,male,0,4,0,34,25.34,20.59,3,168
10566,01:56:47,,10536,Beverlea,male,7,7,0,46,35.24,22.19,4,1
7953,01:56:46,Horsham Joggers Club,7931,Gill,female,2,2,0,42,13.68,20.33,4,155
14401,01:56:45,,14359,Rachel,female,1,4,0,35,31.25,21.09,0,166
2958,01:56:45,,2948,Jack,male,3,7,0,39,32.47,20.16,2,162
14659,01:56:45,,14612,Claire,female,1,4,0,31,16.91,20.98,3,152
7952,01:56:45,,7930,Jessica,female,9,9,0,25,25.17,20.55,1,160
3720,01:56:44,,3708,Sarah,female,3,4,0,41,31.96,18.3,3,162
12576,01:56:44,,12539,Tracey,female,1,4,0,35,22.6,999,2,154
7391,01:56:44,,7369,Karen,female,3,3,0,42,12.71832329,18.21,4,169
9185,01:56:44,,9161,Maisie,female,5,5,0,33,40.57,20.49,3,162
9184,01:56:44,,9160,Alanna,female,4,4,0,34,24.72,22.35,2,164
2957,01:56:43,,2947,Samantha,female,2,2,0,31,27.91,17.8,2,160
1720,01:56:42,,1717,Lindsay,female,0,5,0,33,26.47,18.51,1,168
14400,01:56:42,,14358,Karen,female,2,7,0,35,14.03,22.02,3,152
2956,01:56:42,Bedford Harriers AC,2946,Jazmine,female,0,5,1,46,12.38,19.37,5,168
12575,01:56:42,,12538,Leigh-ann,male,0,2,0,39,20.22,20.58,5,164
9183,01:56:41,,9159,Ruth,female,0,4,0,37,11.25,22.95,3,159
6389,01:56:41,,6370,Charlotte,female,0,5,0,46,34.34,19.7,4,165
7951,01:56:41,,7929,Tally,male,3,3,0,37,16.71,17.72,1,166
5247,01:56:41,,5229,Nicola,female,5,5,0,31,16.61,19.03,3,163
5248,01:56:41,Bournemouth Joggers,5230,Georgina,female,0,1,0,38,12.71832329,19.51,2,164
5246,01:56:40,South Derbyshire Road Runners,5228,Karen,female,3,4,0,38,12.97,21.4,2,156
9181,01:56:40,,9157,Louise,female,0,2,0,42,21.07,20.16,2,164
9182,01:56:40,Netley Abbey Runners,9158,Elaine,female,2,6,0,30,15.25,21.73,0,1
6388,01:56:40,,6369,Naomi,female,0,6,0,38,21.69,22.1,2,156
1719,01:56:40,,1716,Samantha,female,1,5,0,38,15.23,23.2,4,163
2955,01:56:39,,2945,Peter,male,2,8,0,45,0,23.82,3,164
9180,01:56:39,,9156,Chloe,female,1,4,0,29,30.79,21.65,4,1
11304,01:56:39,,11271,Chris,male,0,3,0,22,12.71832329,20.94,1,165
5245,01:56:38,,5227,Philippa,female,3,3,0,34,31.01,16.93,1,164
6387,01:56:38,,6368,Karen,female,4,6,0,30,33.54,21.68,3,160
11303,01:56:38,,11270,Michelle,female,0,5,0,28,23.66,19.2,2,159
7950,01:56:37,,7928,Naomi,female,0,5,0,49,29.55,19.86,5,159
7024,01:56:36,,7002,Rich,male,1,1,0,34,14.5,22.56,1,158
371,01:56:36,,371,Anna,female,2,2,0,36,16.98,22.05,1000,146
9876,01:56:35,,9849,Lewis,male,3,3,0,32,12.71832329,21.4,3,169
2954,01:56:34,Seaford Striders,2944,Kay,male,1,2,0,41,15.04,21.06,1,163
12574,01:56:33,,12537,Graham,male,0,1,0,39,35.95,23.92,1,157
14399,01:56:32,,14357,Sarah,female,0,4,0,24,12.71832329,18.98,2,164
6661,01:56:32,,6639,Emily,female,0,3,0,31,22.34,22.98,3,161
3719,01:56:32,,3707,Melissa,female,2,2,0,34,14.67,22,3,1
7949,01:56:32,,7927,Nick,male,0,4,0,42,27.73,23,3,154
3718,01:56:31,,3706,Zarana,male,8,8,0,28,30.32,23.16,3,162
6660,01:56:31,,6638,Jack,male,1,4,0,38,38.58,20.25,4,154
10565,01:56:31,,10535,Natalie,female,0,6,0,42,31.87,17.84,2,161
1718,01:56:30,Medway Fit,1715,John,male,0,4,0,33,27.65,21.03,2,162
9179,01:56:29,RunVerity,9155,Nicola,female,0,4,1,48,22.78,21.62,4,159
4579,01:56:29,,4562,Emaline,male,0,5,0,36,15.78,21.19,3,163
3717,01:56:28,,3705,Wayne,male,5,5,0,35,31.68,19.06,1,167
12573,01:56:28,,12536,Oliver,male,2,3,0,27,21.42,19.56,2,160
7390,01:56:28,,7368,Rachel,female,0,4,0,35,32.57,21.3,1,161
5244,01:56:28,Medway Fit,5226,Helen,female,0,6,1,38,12.71832329,20.33,4,157
4107,01:56:27,,4094,Sue,female,2,4,0,31,22.32,999,2,166
4578,01:56:27,,4561,Davina,female,2,4,0,44,31.78,21.56,5,164
1716,01:56:26,Vegan Runners UK,1713,Mary-jayne,male,1,1,0,29,39.02,21.11,2,162
5243,01:56:26,,5225,Paul,male,5,5,0,27,12.71832329,19.8,1,165
1717,01:56:26,,1714,Charlene,female,5,5,0,33,32.42,21.86,4,164
4577,01:56:25,Beginners2Runners,4560,Caroline,female,5,5,0,35,24.49,22.47,3,169
12572,01:56:25,,12535,Claire,female,5,5,0,46,22.82,21.24,2,1
1715,01:56:25,,1712,Sarah,female,3,3,0,38,19.26,19.7,3,161
6386,01:56:25,,6367,Ade,female,0,3,0,33,12.4,20.08,3,160
1714,01:56:25,,1711,Stacey,female,2,2,0,37,29.34,17.61,2,162
13236,01:56:25,,13195,Kevin,male,0,6,0,31,20.32,23.03,2,158
14398,01:56:24,,14356,John,male,2,2,0,33,30.18,999,3,149
1713,01:56:24,,1710,Zoe,female,1,4,0,22,22.77,16.63,1,162
9178,01:56:23,,9154,Polly,female,1,4,0,31,33.29,20.19,3,155
7948,01:56:23,,7926,Thomas,male,0,4,0,42,20.81,19.46,3,169
10564,01:56:23,Sandhurst Joggers,10534,Susan,female,0,4,1,45,10.27,21.8,4,155
10563,01:56:23,Fairland Valley Spartans,10533,Sally,female,2,5,1,28,34.99,21.18,2,164
6385,01:56:22,,6366,Tracy,female,4,4,0,36,12.71832329,19.86,2,162
11302,01:56:20,,11269,Jessica,female,1,4,0,31,25.08,20.8,2,156
9177,01:56:20,Run Mummy Run CRC,9153,Julie,female,2,3,0,41,31.41,21.1,3,164
1712,01:56:20,,1709,Joseph,male,0,0,0,50,23.42,23.84,2,164
4576,01:56:20,,4559,Andrew,male,0,3,0,27,35.37,23.76,3,165
13235,01:56:20,,13194,Awtar,male,0,3,0,29,11.2,21.09,3,159
7023,01:56:20,,7001,Steph,female,0,1,0,35,29.95,20.87,1,163
3715,01:56:20,,3703,Jessica,female,2,5,0,29,30.46,21.08,4,156
3716,01:56:20,Avon Valley Runners,3704,Terri,female,0,0,0,23,35.69,20.96,2,164
2953,01:56:19,,2943,Charlotte,female,0,1,0,44,27.72,19.27,3,157
7389,01:56:18,,7367,Christos,male,5,5,0,38,24.08,21.11,5,168
13233,01:56:18,,13192,Sarah,female,1,2,0,40,12.71832329,18.39,3,157
13436,01:56:18,,13394,Hannah,female,0,1,0,44,25.36,22.64,3,162
13234,01:56:18,,13193,Cathryn,female,0,2,0,40,19.82,20,2,154
1711,01:56:17,,1708,Nikki,female,0,4,0,18,25.87,24.36,2,152
5242,01:56:17,,5224,Gemma,female,2,6,0,32,28.68,21.13,2,162
6659,01:56:16,,6637,Tim,male,2,2,0,40,31.59,21.28,4,164
7947,01:56:16,,7925,Laura,female,0,2,0,39,31.28,999,3,157
1710,01:56:16,,1707,Richard,male,3,7,0,38,14.66,21.15,3,162
13232,01:56:15,Crawley Run Crew,13191,Sarah,female,0,7,1,28,32.3,19.86,3,159
1709,01:56:15,,1706,Paul,male,9,9,0,38,30.29,21.65,3,171
5241,01:56:15,,5223,James,male,3,5,0,32,32.2,21.92,5,1
2952,01:56:14,,2942,Andrew,male,0,4,0,29,21.62,20.01,5,164
10714,01:56:14,,10681,Amy,female,0,6,0,28,25.13,22.15,2,170
9175,01:56:13,,9151,Natasha,female,1,3,0,22,25.93,20.4,2,156
3714,01:56:13,,3702,Rachel,female,1,3,0,45,27.8,19.18,2,169
9176,01:56:13,,9152,Kevin,male,4,4,0,38,33.76,24.78,2,163
13231,01:56:13,Wymeswold RC,13190,Linda,female,0,5,0,29,17.45,21.03,4,163
7388,01:56:13,,7366,Liz,female,0,8,1,27,31.04,17.28,3,165
6384,01:56:12,Wymeswold RC,6365,Alyson,female,1,4,0,36,32.83,21.71,3,166
14397,01:56:12,Harold Wood Running Club,14355,Clare,female,4,4,0,21,17.25,999,2,172
1708,01:56:12,,1705,Natalie,female,2,2,0,23,26.48,22,4,161
6383,01:56:12,,6364,Matthew,male,7,7,0,35,25.19,999,3,157
14395,01:56:11,,14353,Dan,male,0,3,0,36,21.21,24.22,1,161
14396,01:56:11,,14354,Alex,male,2,4,0,35,23.91,21.16,4,165
370,01:56:09,Boxfit Tri,370,Rekha,female,1,2,0,37,36.52,21,2,163
6382,01:56:09,,6363,Amy,female,2,3,0,27,36.26,19.76,2,167
1707,01:56:09,,1704,Paul,male,2,7,0,37,25.96,21.43,3,160
11301,01:56:09,,11268,Charles,male,0,5,0,33,12.09,20.95,2,167
12571,01:56:08,,12534,Claire,female,2,4,0,37,0,21.71,3,158
14635,01:56:07,,14588,Rebecca,female,0,4,0,22,25.32,22.64,2,161
14394,01:56:07,,14352,April,female,0,3,0,43,27.87,20.73,1,164
3713,01:56:07,Weston Whippets Running Club,3701,Helen,female,6,6,1,44,32.21,21.06,6,170
11300,01:56:07,,11267,Hannah,female,2,4,0,23,20.4,19.21,1,159
4575,01:56:07,,4558,Stephen,male,0,1,0,30,23.88,21.47,4,151
5240,01:56:06,RunVerity,5222,Stephanie,female,8,8,1,35,27.04,22.11,1,164
11299,01:56:06,,11266,Karen,female,6,6,0,37,15.84,999,2,167
4574,01:56:06,,4557,Luke,male,1,2,0,39,25.15,18.22,1,158
6381,01:56:06,Shinfield Running Club,6362,Sarah,female,0,1,1,39,11.84,19.71,3,162
6380,01:56:05,Hardley Runners,6361,Sarah,female,0,5,1,40,27.27,19.84,2,162
11298,01:56:05,,11265,Maisie,female,0,4,0,42,33.67,22.15,3,164
13230,01:56:05,Blackwater Valley Runners,13189,Julie,female,4,6,0,34,24.01,22.75,2,160
7387,01:56:05,,7365,Tamsin,female,0,5,0,39,19.77,21.32,4,149
6379,01:56:03,,6360,Alan,male,0,2,0,46,22.19,24.86,4,155
10562,01:56:02,,10532,Vicky,female,4,4,0,25,27.52,999,4,155
12570,01:56:02,,12533,Jessica,female,1,8,0,29,29.4,21.44,3,168
9173,01:56:00,,9149,Sadie,female,0,4,0,37,22.08,19.67,6,162
9174,01:56:00,,9150,James,male,3,4,0,37,0,19.3,2,160
11297,01:55:59,,11264,Laura,female,2,2,0,27,41.36,20.85,3,164
3712,01:55:59,Dorchester RIOT,3700,Andy,male,0,5,1,42,17.13,17.84,1,165
369,01:55:58,,369,Sue,female,4,4,0,40,33.32,17.59,4,165
12569,01:55:58,,12532,Vern,male,0,3,0,30,12.71832329,19.15,2,165
9642,01:55:57,Lordshill Road Runners,9615,Michelle,female,0,5,1,28,22.83,19.16,1,157
4573,01:55:57,,4556,Vanessa,female,2,2,0,44,26.69,18.64,2,163
368,01:55:57,,368,Helen,female,0,6,0,37,24.26,22.49,3,160
6378,01:55:56,,6359,Steve,male,0,1,0,36,11.61,19.99,2,155
12568,01:55:56,Metropolitan Police AC,12531,Laura,female,7,7,1,33,27.32,25.65,3,163
1706,01:55:55,,1703,Rona,female,5,5,0,32,29.13,22.33,1,159
7946,01:55:54,,7924,"St""phane",male,0,2,0,36,12.71832329,21.45,3,168
10561,01:55:54,Vegan Runners UK,10531,Krystal,female,0,8,1,28,17.53,22.8,3,163
12567,01:55:54,Hatch Warren Runners,12530,Michelle,female,0,3,0,32,23.19,18.84,3,161
9641,01:55:54,Hedge End Running Club,9614,Pauline,female,0,2,0,20,33.64,19.67,2,159
2951,01:55:54,,2941,Ben,male,1,2,0,30,17.51,23.77,3,165
6377,01:55:52,,6358,Clare,female,0,2,0,39,25.77,21.06,1,166
1705,01:55:52,,1702,Peter,male,1,5,0,46,20.65,23.86,5,158
7386,01:55:51,,7364,Adam,male,1,1,0,38,26.76,22.87,6,156
13229,01:55:51,,13188,Imogen,female,0,3,0,32,17.16,20.24,3,158
1704,01:55:51,,1701,Vicky,female,3,3,0,42,30.46,20.76,3,1
4106,01:55:50,,4093,Vanessa,female,4,6,0,45,38.86,999,2,165
7022,01:55:50,,7000,Bronte,male,3,3,0,31,19.11,21.44,1,158
10560,01:55:50,Stubbington Green Runners,10530,Hannah,female,0,2,0,38,15.39,999,1,160
7385,01:55:50,,7363,Fraser,male,0,1,0,27,36.07,21.79,3,159
7021,01:55:49,,6999,Molly,female,1,3,0,37,0,22.01,2,167
12566,01:55:49,Stubbington Green Runners,12529,Danielle,female,0,2,0,28,37.39,22.67,2,162
5239,01:55:49,,5221,Andrew,male,0,4,0,55,19.84,23.29,4,152
367,01:55:49,,367,Alison,female,0,5,0,30,26.69,20.45,3,157
1703,01:55:48,BRT - Bexhill Runners & Triathletes,1700,Cathy,female,3,3,1,45,12.91,999,5,157
1702,01:55:47,,1699,Emily,female,4,4,0,29,12.71832329,23.55,3,165
10559,01:55:47,,10529,Edward,male,0,2,0,58,19,20.01,2,158
1701,01:55:46,,1698,Jess,male,4,6,0,36,16.82,18.74,5,165
9875,01:55:46,Fareham Crusaders,9848,Matthew,male,0,2,0,32,25.13,19.86,3,158
7020,01:55:45,,6998,Amelia,female,4,6,0,45,28.83,18.8,5,165
11296,01:55:45,,11263,Charlie,male,0,4,0,37,12.71832329,19.69,1,165
11295,01:55:44,MK Lakeside Runners,11262,Linda,female,0,3,0,36,32.28,19.34,3,158
12565,01:55:44,,12528,Richard,male,2,3,0,45,19.84,21.17,3,164
1700,01:55:44,,1697,Mark,male,3,3,0,38,31.61,18.58,3,163
4105,01:55:44,,4092,Beccy,male,1,6,0,44,12.1,19.93,3,163
14393,01:55:43,Stubbington Green Runners,14351,Sophie,female,0,0,0,39,16.98,21.76,2,164
7384,01:55:43,,7362,Jamie,female,0,5,0,46,47.48,21.26,3,153
1699,01:55:43,,1696,Claire,female,0,4,0,34,12.71832329,17.66,4,157
2950,01:55:43,,2940,Sophie,female,1,5,0,41,27.21,20.06,2,156
6376,01:55:42,,6357,Sarah,female,1,7,0,35,29.44,19.64,2,162
7019,01:55:42,,6997,Emma,female,0,3,0,42,33.71,21.26,0,163
9640,01:55:42,,9613,Charlotte,female,5,5,0,30,14.56,20.83,2,166
1697,01:55:42,,1694,Frank,male,2,5,0,30,22.85,22.73,3,159
1698,01:55:42,,1695,Suzy,female,0,0,0,36,20.89,23.08,2,159
7945,01:55:41,Blackwater Valley Runners,7923,Lynne,female,1,1,0,27,0,21.05,2,1
